1780,-0.128,6.362,6.564,        1780,0.536,0.508,-0.686
1790,-0.688,5.244,6.258,        1790,0.484,0.394,-0.784
1800,-0.118,1.866,6.952,        1800,0.664,0.354,-0.922
1810,-0.046,4.738,7.148,        1810,0.748,0.388,-0.884
1820,-1.124,7.07,7.206,        1820,0.236,0.364,-0.782
1830,-1.836,7.412,6.534,        1830,-0.842,0.238,-0.796
1840,-1.972,7.276,5.782,        1840,-1.784,0.026,-1.046
1850,-2.032,7.654,4.804,        1850,-2.02,-0.054,-1.256
1860,-2.118,8.316,4.792,        1860,-1.65,-0.044,-1.276
1870,-1.782,7.646,5.338,        1870,-1.054,-0.018,-1.2
1880,-1.374,7.082,6.378,        1880,-0.394,0.02,-1.08
1890,-1.934,9.136,8.188,        1890,0.066,0.04,-1.04
1900,-2.834,11.842,8.016,        1900,0.11,-0.006,-1.168
1910,-3.716,11.888,6.566,        1910,0.046,0,-1.34
1920,-3.166,8.426,6.414,        1920,0.042,0.1,-1.412
1930,-2.674,5.698,6.41,        1930,0.022,0.194,-1.396
1940,-2.78,4.6,7.202,        1940,-0.1,0.222,-1.378
1950,-3.214,4.912,8.124,        1950,-0.388,0.236,-1.39
1960,-3.62,6.76,8.66,        1960,-0.754,0.234,-1.426
1970,-3.986,8.054,8.756,        1970,-1.032,0.204,-1.456
1980,-3.748,7.644,7.332,        1980,-1.144,0.152,-1.448
1990,-3.332,6.632,5.44,        1990,-1.052,0.1,-1.392
2000,-3.542,6.618,4.496,        2000,-0.836,0.076,-1.312
2010,-4.198,7.858,4.996,        2010,-0.632,0.054,-1.252
2020,-4.672,8.948,6.046,        2020,-0.45,0.012,-1.202
2030,-5.06,9.508,6.852,        2030,-0.178,-0.012,-1.122
2040,-5.412,9.314,7.21,        2040,0.088,-0.03,-1.024
2050,-5.712,8.528,7.346,        2050,0.252,-0.04,-0.956
2060,-5.764,7.582,7.192,        2060,0.302,-0.004,-0.924
2070,-5.556,7.062,7.04,        2070,0.272,0.05,-0.89
2080,-5.346,6.834,6.898,        2080,0.206,0.088,-0.86
2090,-5.204,6.476,6.62,        2090,0.12,0.112,-0.858
2100,-5.076,5.852,6.19,        2100,0.026,0.132,-0.854
2110,-4.894,5.352,6.042,        2110,-0.114,0.146,-0.826
2120,-4.67,5.338,5.91,        2120,-0.274,0.168,-0.79
2130,-4.364,5.506,5.832,        2130,-0.352,0.202,-0.73
2140,-4.194,5.638,5.806,        2140,-0.304,0.252,-0.696
2150,-4.404,5.794,5.746,        2150,-0.14,0.3,-0.676
2160,-4.746,5.816,5.778,        2160,0.086,0.354,-0.61
2170,-4.926,5.922,5.886,        2170,0.272,0.414,-0.532
2180,-5,6.136,6.188,        2180,0.302,0.47,-0.5
2190,-4.974,6.424,6.518,        2190,0.218,0.504,-0.496
2200,-4.852,6.504,6.786,        2200,0.084,0.506,-0.478
2210,-4.798,6.158,6.856,        2210,-0.046,0.512,-0.46
2220,-4.818,5.588,6.82,        2220,-0.166,0.528,-0.474
2230,-4.802,5.19,6.85,        2230,-0.236,0.546,-0.498
2240,-4.796,5.208,6.808,        2240,-0.204,0.566,-0.494
2250,-4.878,5.622,6.872,        2250,-0.062,0.604,-0.45
2260,-5.034,6.286,6.978,        2260,0.144,0.648,-0.38
2270,-5.14,6.668,6.932,        2270,0.376,0.698,-0.304
2280,-5.108,6.918,6.782,        2280,0.542,0.742,-0.25
2290,-5.046,6.924,6.688,        2290,0.53,0.782,-0.216
2300,-4.92,6.592,6.732,        2300,0.348,0.838,-0.202
2310,-4.734,6.016,6.714,        2310,0.126,0.882,-0.184
2320,-4.482,5.47,6.506,        2320,-0.02,0.912,-0.15
2330,-4.226,5.048,6.374,        2330,-0.076,0.966,-0.11
2340,-4.054,4.916,6.324,        2340,-0.094,1.024,-0.078
2350,-3.93,4.964,6.378,        2350,-0.07,1.08,-0.052
2360,-3.788,5.196,6.524,        2360,-0.018,1.148,-0.012
2370,-3.696,5.66,6.494,        2370,0.006,1.198,0.004
2380,-3.758,6.008,6.3,        2380,-0.034,1.228,-0.012
2390,-3.822,5.984,5.816,        2390,-0.118,1.248,-0.024
2400,-3.788,5.712,5.244,        2400,-0.198,1.244,-0.03
2410,-3.72,5.544,5.114,        2410,-0.218,1.21,-0.046
2420,-3.72,5.382,5.03,        2420,-0.23,1.148,-0.058
2430,-3.7,5.238,4.872,        2430,-0.31,1.068,-0.07
2440,-3.834,5.318,4.956,        2440,-0.436,0.974,-0.098
2450,-4.034,5.448,5.206,        2450,-0.544,0.856,-0.098
2460,-4.132,5.45,5.318,        2460,-0.56,0.742,-0.06
2470,-4.146,5.414,5.412,        2470,-0.48,0.634,0.006
2480,-4.222,5.486,5.378,        2480,-0.374,0.522,0.098
2490,-4.432,5.694,5.366,        2490,-0.298,0.392,0.188
2500,-4.552,5.966,5.134,        2500,-0.238,0.252,0.278
2510,-4.622,6.476,5.214,        2510,-0.174,0.138,0.374
2520,-4.768,6.878,5.436,        2520,-0.136,0.04,0.476
2530,-4.892,6.82,5.354,        2530,-0.144,-0.07,0.548
2540,-5.034,6.66,5.454,        2540,-0.158,-0.172,0.594
2550,-5.302,6.818,5.642,        2550,-0.152,-0.252,0.642
2560,-5.564,6.952,5.756,        2560,-0.172,-0.344,0.676
2570,-5.688,6.812,5.842,        2570,-0.214,-0.442,0.686
2580,-5.63,6.502,5.77,        2580,-0.22,-0.51,0.692
2590,-5.498,6.396,5.672,        2590,-0.186,-0.578,0.686
2600,-5.486,6.458,5.652,        2600,-0.134,-0.646,0.666
2610,-5.456,6.372,5.49,        2610,-0.094,-0.716,0.654
2620,-5.452,6.196,5.408,        2620,-0.098,-0.764,0.638
2630,-5.59,6.182,5.41,        2630,-0.104,-0.774,0.622
2640,-5.664,6.24,5.22,        2640,-0.118,-0.786,0.628
2650,-5.64,6.176,5.028,        2650,-0.166,-0.77,0.636
2660,-5.736,6.002,4.98,        2660,-0.21,-0.73,0.62
2670,-5.848,5.976,5.052,        2670,-0.196,-0.736,0.61
2680,-5.916,6.046,5.07,        2680,-0.162,-0.748,0.586
2690,-5.868,6.064,4.986,        2690,-0.144,-0.742,0.536
2700,-5.734,6.142,4.888,        2700,-0.148,-0.722,0.508
2710,-5.612,6.32,4.768,        2710,-0.178,-0.704,0.498
2720,-5.432,6.54,4.744,        2720,-0.216,-0.728,0.5
2730,-5.372,6.598,4.842,        2730,-0.24,-0.792,0.488
2740,-5.484,6.516,4.868,        2740,-0.23,-0.858,0.466
2750,-5.45,6.536,5.042,        2750,-0.186,-0.918,0.454
2760,-5.334,6.694,5.2,        2760,-0.11,-0.966,0.47
2770,-5.256,7.066,5.394,        2770,0.006,-0.986,0.51
2780,-5.486,7.536,5.662,        2780,0.15,-0.994,0.538
2790,-6.058,7.988,5.91,        2790,0.256,-0.986,0.532
2800,-6.732,8.304,6.086,        2800,0.298,-0.954,0.51
2810,-7.092,8.358,6.098,        2810,0.296,-0.888,0.518
2820,-7.12,8.082,6.136,        2820,0.246,-0.822,0.546
2830,-6.852,7.786,6.106,        2830,0.122,-0.784,0.518
2840,-6.378,7.612,6.1,        2840,-0.07,-0.728,0.494
2850,-5.968,7.4,6.06,        2850,-0.26,-0.682,0.556
2860,-5.572,7.002,5.996,        2860,-0.414,-0.676,0.576
2870,-5.07,6.706,5.888,        2870,-0.484,-0.65,0.56
2880,-4.624,6.622,5.516,        2880,-0.492,-0.598,0.576
2890,-4.368,6.802,5.206,        2890,-0.464,-0.55,0.576
2900,-4.436,7.048,5.016,        2900,-0.366,-0.502,0.578
2910,-4.484,7.226,4.992,        2910,-0.21,-0.462,0.6
2920,-4.598,7.598,4.86,        2920,-0.07,-0.428,0.604
2930,-5.048,7.862,4.972,        2930,0.06,-0.408,0.6
2940,-5.32,7.746,5.116,        2940,0.206,-0.39,0.624
2950,-5.228,7.358,5.222,        2950,0.28,-0.372,0.628
2960,-5.248,6.956,5.28,        2960,0.298,-0.344,0.582
2970,-5.168,6.522,5.214,        2970,0.284,-0.324,0.594
2980,-5.054,6.21,5.23,        2980,0.086,-0.368,0.67
2990,-5.01,6.106,5.388,        2990,-0.18,-0.364,0.576
3000,-4.892,6.192,5.628,        3000,-0.28,-0.352,0.486
3010,-4.732,6.238,5.842,        3010,-0.288,-0.348,0.472
3020,-4.634,6.176,5.948,        3020,-0.36,-0.322,0.416
3030,-4.552,6.24,5.752,        3030,-0.472,-0.294,0.378
3040,-4.596,6.608,5.74,        3040,-0.53,-0.29,0.408
3050,-4.732,7.396,6.286,        3050,-0.55,-0.336,0.42
3060,-4.798,7.872,6.482,        3060,-0.556,-0.344,0.398
3070,-4.402,7.512,5.856,        3070,-0.552,-0.316,0.362
3080,-4.07,6.914,5.392,        3080,-0.55,-0.308,0.312
3090,-4.018,6.878,5.598,        3090,-0.538,-0.302,0.27
3100,-3.916,7.18,6.11,        3100,-0.452,-0.296,0.268
3110,-3.766,7.13,6.214,        3110,-0.386,-0.322,0.3
3120,-3.844,6.834,6.444,        3120,-0.282,-0.352,0.258
3130,-3.658,6.322,6.65,        3130,-0.078,-0.33,0.21
3140,-3.392,5.966,6.744,        3140,0.094,-0.28,0.242
3150,-3.35,5.982,6.448,        3150,0.17,-0.232,0.264
3160,-3.172,6.158,6.422,        3160,0.098,-0.17,0.288
3170,-3.142,6.146,6.482,        3170,-0.158,-0.142,0.324
3180,-3.438,6.554,6.948,        3180,-0.5,-0.13,0.284
3190,-3.676,6.694,7.098,        3190,-0.702,-0.15,0.216
3200,-3.256,6.136,6.838,        3200,-0.624,-0.132,0.132
3210,-2.792,5.828,6.692,        3210,-0.27,-0.062,0.104
3220,-2.748,6.11,6.502,        3220,0.212,0.026,0.14
3230,-2.682,6.58,6.69,        3230,0.522,0.084,0.19
3240,-2.628,6.902,6.626,        3240,0.392,0.044,0.122
3250,-2.614,7.242,6.402,        3250,0.016,-0.06,0.042
3260,-2.008,7.41,5.83,        3260,-0.366,-0.172,0.052
3270,-1.666,6.214,5.838,        3270,-0.688,-0.278,-0.03
3280,-1.374,4.736,5.994,        3280,-0.856,-0.386,-0.076
3290,-0.99,4.186,6.118,        3290,-0.856,-0.454,-0.046
3300,-0.832,4.924,6.644,        3300,-0.732,-0.498,-0.06
3310,-1.296,6.344,7.732,        3310,-0.48,-0.55,-0.096
3320,-1.856,7.516,8.708,        3320,-0.154,-0.568,-0.094
3330,-2.244,7.938,9.326,        3330,0.1,-0.558,-0.084
3340,-2.632,7.98,9.45,        3340,0.204,-0.576,-0.066
3350,-2.396,7.874,9.38,        3350,0.112,-0.646,-0.066
3360,-2.076,7.294,9.538,        3360,-0.082,-0.76,-0.114
3370,-2.076,6.436,9.254,        3370,-0.192,-0.858,-0.138
3380,-2.194,5.444,8.576,        3380,-0.166,-0.91,-0.176
3390,-2.092,4.694,7.87,        3390,-0.028,-0.898,-0.24
3400,-1.944,4.886,7.688,        3400,0.158,-0.868,-0.262
3410,-2.142,6.158,7.922,        3410,0.28,-0.806,-0.242
3420,-2.568,7.63,8.292,        3420,0.246,-0.73,-0.254
3430,-3.138,8.324,8.73,        3430,0.106,-0.67,-0.316
3440,-3.304,7.994,8.83,        3440,-0.044,-0.594,-0.358
3450,-3.11,7.3,8.392,        3450,-0.162,-0.51,-0.356
3460,-2.8,6.492,7.7,        3460,-0.21,-0.43,-0.358
3470,-2.656,5.546,7.03,        3470,-0.17,-0.336,-0.356
3480,-2.548,5.294,6.43,        3480,-0.192,-0.274,-0.268
3490,-2.37,5.83,5.912,        3490,-0.2,-0.208,-0.158
3500,-2.316,6.062,5.542,        3500,-0.152,-0.136,-0.108
3510,-2.278,5.728,5.424,        3510,-0.136,-0.07,-0.092
3520,-2.272,5.386,5.364,        3520,-0.184,0.016,-0.09
3530,-2.292,5.048,5.276,        3530,-0.262,0.092,-0.112
3540,-2.346,4.752,5.362,        3540,-0.324,0.15,-0.108
3550,-2.474,4.878,5.858,        3550,-0.352,0.214,-0.058
3560,-2.472,5.224,5.834,        3560,-0.346,0.284,0.01
3570,-2.582,5.57,5.866,        3570,-0.302,0.334,0.086
3580,-2.654,5.928,6.018,        3580,-0.22,0.362,0.136
3590,-2.544,6.39,6.112,        3590,-0.082,0.394,0.17
3600,-2.72,6.732,6.13,        3600,0.098,0.426,0.198
3610,-2.93,6.682,6.006,        3610,0.24,0.442,0.23
3620,-3.034,6.356,5.846,        3620,0.268,0.446,0.248
3630,-3.054,6.142,5.684,        3630,0.212,0.446,0.218
3640,-3.162,5.91,5.582,        3640,0.178,0.466,0.2
3650,-3.364,5.646,5.516,        3650,0.202,0.496,0.216
3660,-3.428,5.506,5.608,        3660,0.228,0.524,0.21
3670,-3.438,5.476,6.062,        3670,0.222,0.548,0.174
3680,-3.532,5.618,6.438,        3680,0.232,0.576,0.164
3690,-3.592,6.036,6.504,        3690,0.258,0.598,0.192
3700,-3.586,6.176,6.442,        3700,0.242,0.59,0.222
3710,-3.508,5.958,6.432,        3710,0.186,0.57,0.248
3720,-3.37,5.844,6.452,        3720,0.124,0.552,0.272
3730,-3.312,5.948,6.28,        3730,0.084,0.538,0.276
3740,-3.298,6.094,6.08,        3740,0.082,0.544,0.27
3750,-3.23,6.038,5.918,        3750,0.11,0.56,0.272
3760,-3.292,6.028,5.854,        3760,0.14,0.582,0.27
3770,-3.534,6.076,6.086,        3770,0.152,0.614,0.264
3780,-3.694,6.258,6.45,        3780,0.196,0.644,0.274
3790,-3.694,6.45,6.828,        3790,0.184,0.662,0.298
3800,-3.558,6.22,6.912,        3800,0.06,0.658,0.28
3810,-3.362,5.73,6.828,        3810,-0.126,0.644,0.24
3820,-3.184,5.408,6.866,        3820,-0.288,0.632,0.218
3830,-3.112,5.42,6.926,        3830,-0.344,0.622,0.212
3840,-3.03,5.378,6.814,        3840,-0.314,0.612,0.214
3850,-3.004,5.28,6.56,        3850,-0.282,0.604,0.206
3860,-3.1,5.564,6.55,        3860,-0.294,0.594,0.18
3870,-3.252,6.054,6.842,        3870,-0.324,0.576,0.156
3880,-3.324,6.214,7.148,        3880,-0.38,0.548,0.138
3890,-3.226,5.882,7.26,        3890,-0.442,0.514,0.106
3900,-3.176,5.46,7.324,        3900,-0.482,0.484,0.066
3910,-3.158,5.224,7.464,        3910,-0.492,0.472,0.038
3920,-3.148,5.206,7.538,        3920,-0.514,0.474,0.006
3930,-3.18,5.178,7.598,        3930,-0.534,0.466,-0.052
3940,-3.262,5.162,7.864,        3940,-0.528,0.438,-0.084
3950,-3.38,5.162,8.046,        3950,-0.536,0.414,-0.096
3960,-3.404,5.186,8.062,        3960,-0.588,0.39,-0.128
3970,-3.294,5.102,8.13,        3970,-0.672,0.362,-0.152
3980,-3.136,4.806,8.02,        3980,-0.808,0.326,-0.152
3990,-2.99,4.628,7.95,        3990,-0.98,0.29,-0.18
4000,-3.02,4.792,8.036,        4000,-1.116,0.276,-0.224
4010,-3.14,5.05,8.058,        4010,-1.204,0.268,-0.25
4020,-3.216,5.108,7.982,        4020,-1.27,0.248,-0.262
4030,-3.35,5.068,7.914,        4030,-1.324,0.21,-0.25
4040,-3.41,5.262,8.03,        4040,-1.38,0.164,-0.242
4050,-3.47,5.584,8.188,        4050,-1.19,0.144,-0.198
4060,-3.614,5.778,8.348,        4060,-0.674,0.092,-0.16
4070,-3.616,5.686,8.408,        4070,-0.398,0.04,-0.234
4080,-3.566,5.426,8.398,        4080,-0.308,0.028,-0.164
4090,-3.602,5.332,8.424,        4090,-0.288,-0.04,-0.17
4100,-3.75,5.548,8.49,        4100,-0.36,-0.136,-0.142
4110,-3.972,5.632,8.516,        4110,-0.472,-0.188,-0.182
4120,-3.882,5.43,8.072,        4120,-0.52,-0.228,-0.17
4130,-3.64,4.534,7.246,        4130,-0.464,-0.264,-0.182
4140,-3.73,3.756,8.232,        4140,-0.36,-0.272,-0.178
4150,-3.494,4.206,8.964,        4150,-0.288,-0.27,-0.188
4160,-3.918,4.494,9.166,        4160,-0.288,-0.27,-0.218
4170,-3.972,4.994,8.978,        4170,-0.304,-0.274,-0.248
4180,-3.848,5.468,8.99,        4180,-0.31,-0.278,-0.262
4190,-3.612,5.146,8.918,        4190,-0.286,-0.274,-0.264
4200,-3.566,4.47,8.64,        4200,-0.26,-0.262,-0.258
4210,-3.374,4.164,8.596,        4210,-0.222,-0.242,-0.246
4220,-3.264,4.322,8.47,        4220,-0.164,-0.218,-0.218
4230,-3.282,4.6,8.316,        4230,-0.118,-0.2,-0.196
4240,-3.26,4.664,8.11,        4240,-0.108,-0.2,-0.194
4250,-3.18,4.446,7.976,        4250,-0.1,-0.208,-0.184
4260,-3.102,4.174,7.896,        4260,-0.082,-0.208,-0.158
4270,-3.024,3.926,7.848,        4270,-0.09,-0.202,-0.14
4280,-2.974,3.81,7.858,        4280,-0.126,-0.2,-0.138
4290,-2.982,3.86,7.998,        4290,-0.158,-0.196,-0.116
