10,-4.09,2.864,8.24,        10,-0.004,0.082,-0.098
20,-4.096,3.33,8.382,        20,0.03,0.072,-0.094
30,-3.8,2.876,8.542,        30,-0.008,0.062,-0.092
40,-3.748,2.528,8.476,        40,-0.046,0.052,-0.09
50,-3.7,2.17,8.368,        50,-0.066,0.046,-0.08
60,-3.64,2.026,8.288,        60,-0.09,0.048,-0.066
70,-3.626,2.24,8.276,        70,-0.096,0.05,-0.054
80,-3.71,2.536,8.408,        80,-0.058,0.046,-0.042
90,-3.716,2.526,8.498,        90,-0.022,0.046,-0.03
100,-3.684,2.466,8.474,        100,-0.028,0.05,-0.02
110,-3.612,2.514,8.472,        110,-0.076,0.054,-0.006
120,-3.61,2.58,8.508,        120,-0.126,0.058,0.012
130,-3.664,2.466,8.508,        130,-0.112,0.06,0.028
140,-3.706,2.444,8.498,        140,-0.044,0.046,0.046
150,-3.694,2.594,8.536,        150,0.002,0.02,0.07
160,-3.712,2.836,8.648,        160,-0.014,-0.004,0.092
170,-3.752,2.924,8.618,        170,-0.03,-0.02,0.116
180,-3.772,2.736,8.624,        180,-0.01,-0.034,0.14
190,-3.864,2.49,8.638,        190,-0.002,-0.04,0.162
200,-3.954,2.566,8.706,        200,-0.002,-0.032,0.176
210,-4.018,2.888,8.766,        210,0.03,-0.032,0.188
220,-4.022,2.904,8.752,        220,0.068,-0.05,0.2
230,-3.978,2.68,8.712,        230,0.056,-0.076,0.214
240,-3.9,2.638,8.668,        240,0.03,-0.108,0.232
250,-3.782,2.722,8.712,        250,-0.004,-0.144,0.262
260,-3.76,2.628,8.778,        260,-0.06,-0.164,0.3
270,-3.832,2.548,8.842,        270,-0.078,-0.17,0.328
280,-3.95,2.782,8.904,        280,-0.028,-0.174,0.354
290,-4.028,2.982,9.002,        290,0.04,-0.186,0.384
300,-4.156,3.07,9.058,        300,0.09,-0.196,0.414
310,-4.196,3.13,8.974,        310,0.128,-0.206,0.438
320,-4.092,2.964,8.854,        320,0.142,-0.216,0.454
330,-4.03,2.694,8.684,        330,0.104,-0.218,0.466
340,-4.096,2.528,8.674,        340,0.042,-0.22,0.472
350,-4.12,2.484,8.74,        350,0.006,-0.226,0.474
360,-4.074,2.552,8.752,        360,0.014,-0.234,0.474
370,-4.006,2.624,8.79,        370,0.02,-0.238,0.472
380,-3.886,2.818,8.81,        380,-0.03,-0.234,0.466
390,-3.874,2.968,8.848,        390,-0.08,-0.228,0.468
